county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved
Yolo,1998,0,4,8,3,7,3,161659,12.5,4.9486882880000005,0.0,37.5,62.5,19,45,87.5
Alameda,1998,1,81,119,22,77,34,1401090,35.29411765,8.493387291,0.8403361340000001,18.48739496,80.67226891,19,46,64.70588235294117
Yuba,1998,0,3,6,1,6,0,60776,0.0,9.87231802,0.0,16.66666667,83.33333333,19,47,100.0
Tuolumne,1998,0,0,0,0,0,0,53953,0.0,0.0,0.0,0.0,0.0,19,48,
Tehama,1998,0,5,5,0,2,3,55364,60.0,9.031139369,0.0,0.0,100.0,19,49,40.0
Merced,1998,2,12,18,8,12,5,204325,33.33333333,8.809494678,11.11111111,44.44444444,44.44444444,19,50,66.66666666666666
Santa Barbara,1998,0,7,11,6,11,1,392029,0.0,2.805914869,0.0,54.54545455,45.45454545,19,51,100.0
San Francisco,1998,7,39,63,7,27,21,758210,57.14285714,8.309043669,11.11111111,11.11111111,77.77777778,19,52,42.857142857142854
San Bernardino,1998,26,114,160,25,113,67,1650580,29.375,9.693562262999999,16.25,15.625,68.125,19,53,70.625
Amador,1998,0,0,0,0,0,0,34098,0.0,0.0,0.0,0.0,0.0,19,54,
Humboldt,1998,0,1,5,1,4,2,125453,20.0,3.985556344,0.0,20.0,80.0,19,55,80.0
Los Angeles,1998,264,777,1009,163,604,434,9265811,40.13875124,10.88949472,26.16451933,16.15460852,57.68087215,19,56,59.861248761149646
Kern,1998,6,36,60,8,34,25,640659,43.33333333,9.365356608999999,10.0,13.33333333,76.66666667,19,57,56.66666666666666
Santa Clara,1998,9,30,49,10,34,20,1650414,30.6122449,2.9689520330000003,18.36734694,20.40816327,61.22448979999999,19,58,69.38775510204081
Placer,1999,0,0,1,0,1,0,243339,0.0,0.410949334,0.0,0.0,100.0,20,1,100.0
Modoc,1999,0,0,0,0,0,0,9437,0.0,0.0,0.0,0.0,0.0,20,2,
Sutter,1999,0,0,5,2,3,0,78034,40.0,6.407463412999999,0.0,40.0,60.0,20,3,60.0
Colusa,1999,0,3,3,1,3,1,18594,0.0,16.13423685,0.0,33.33333333,66.66666667,20,4,100.0
San Mateo,1999,1,9,18,9,17,3,700830,5.555555556,2.568383203,5.555555556,50.0,44.44444444,20,5,94.44444444444444
Monterey,1999,8,23,30,7,18,15,394653,40.0,7.601614583,26.66666667,23.33333333,50.0,20,6,60.0
Nevada,1999,0,4,6,4,6,1,90860,0.0,6.603565926,0.0,66.66666667,33.33333333,20,7,100.0
Mono,1999,0,0,0,0,0,0,12604,0.0,0.0,0.0,0.0,0.0,20,8,
San Joaquin,1999,7,24,42,10,27,17,554706,35.71428571,7.571578457999999,16.66666667,23.80952381,59.52380952,20,9,64.28571428571429
Riverside,1999,13,62,96,20,61,31,1514602,36.45833333,6.338298774,13.54166667,20.83333333,65.625,20,10,63.54166666666666
Sacramento,1999,2,48,83,35,66,29,1204658,20.48192771,6.889922285,2.4096385540000003,42.1686747,55.42168675,20,11,79.51807228915663
San Luis Obispo,1999,0,0,4,0,4,3,243726,0.0,1.641187235,0.0,0.0,100.0,20,12,100.0
Siskiyou,1999,0,0,0,0,0,0,44241,0.0,0.0,0.0,0.0,0.0,20,13,
Plumas,1999,0,0,1,1,1,0,20756,0.0,4.817883985,0.0,100.0,0.0,20,14,100.0
San Benito,1999,0,0,1,1,1,0,52185,0.0,1.916259462,0.0,100.0,0.0,20,15,100.0
El Dorado,1999,0,3,3,0,2,1,154507,33.33333333,1.941659601,0.0,0.0,100.0,20,16,66.66666666666666
Butte,1999,0,2,4,4,4,1,201632,0.0,1.983812093,0.0,100.0,0.0,20,17,100.0
Shasta,1999,0,11,16,2,12,2,162154,25.0,9.867163313999999,0.0,12.5,87.5,20,18,75.0
Stanislaus,1999,8,18,26,5,19,8,440908,26.92307692,5.896921807000001,30.76923077,19.23076923,50.0,20,19,73.07692307692307
Kings,1999,0,0,1,1,1,0,127440,0.0,0.784682988,0.0,100.0,0.0,20,20,100.0
Sonoma,1999,2,5,8,2,5,0,453470,37.5,1.764174036,25.0,25.0,50.0,20,21,62.5
Glenn,1999,1,1,1,0,0,1,26308,100.0,3.801125133,100.0,0.0,0.0,20,22,0.0
Sierra,1999,0,1,1,0,1,0,3548,0.0,28.1848929,0.0,0.0,100.0,20,23,100.0
Lake,1999,0,2,4,2,2,1,57601,50.0,6.944323882999999,0.0,50.0,50.0,20,24,50.0
Lassen,1999,0,1,4,0,2,0,33654,50.0,11.88565995,0.0,0.0,100.0,20,25,50.0
Mariposa,1999,0,0,2,0,2,1,16945,0.0,11.80289171,0.0,0.0,100.0,20,26,100.0
Solano,1999,1,9,16,3,10,6,388640,37.5,4.116920543,6.25,18.75,75.0,20,27,62.5
Orange,1999,24,67,99,19,54,35,2802818,45.45454545,3.53215942,24.24242424,19.19191919,56.56565657,20,28,54.54545454545454
Imperial,1999,0,2,2,0,1,0,140822,50.0,1.420232634,0.0,0.0,100.0,20,29,50.0
Contra Costa,1999,7,46,62,13,38,26,937226,38.70967742,6.615266755,11.29032258,20.96774194,67.74193548,20,30,61.29032258064516
Calaveras,1999,0,0,0,0,0,0,40288,0.0,0.0,0.0,0.0,0.0,20,31,
Marin,1999,0,0,2,1,1,0,244931,50.0,0.8165564999999999,0.0,50.0,50.0,20,32,50.0
Santa Cruz,1999,2,3,4,1,2,1,253241,50.0,1.579523063,50.0,25.0,25.0,20,33,50.0
Inyo,1999,0,0,0,0,0,0,18162,0.0,0.0,0.0,0.0,0.0,20,34,
Fresno,1999,4,27,47,15,32,10,789748,31.91489362,5.951265467000001,8.510638298,31.91489362,59.57446809,20,35,68.08510638297872
San Diego,1999,4,67,115,21,63,30,2776342,45.2173913,4.14214099,3.47826087,18.26086957,78.26086957,20,36,54.78260869565217
Madera,1999,1,2,6,3,5,1,121669,16.66666667,4.931412274,16.66666667,50.0,33.33333333,20,37,83.33333333333334
Trinity,1999,0,1,1,0,1,0,13048,0.0,7.66400981,0.0,0.0,100.0,20,38,100.0
Mendocino,1999,0,5,8,6,6,0,85800,25.0,9.324009324,0.0,75.0,25.0,20,39,75.0
Napa,1999,0,4,4,0,4,2,122788,0.0,3.257647327,0.0,0.0,100.0,20,40,100.0
Del Norte,1999,0,1,1,0,1,0,27513,0.0,3.63464544,0.0,0.0,100.0,20,41,100.0
Tulare,1999,2,12,25,7,15,11,364256,40.0,6.863304928,8.0,28.0,64.0,20,42,60.0
Ventura,1999,1,12,22,12,17,7,742825,22.72727273,2.961666611,4.545454545,54.54545455,40.90909091,20,43,77.27272727272727
Alpine,1999,0,0,0,0,0,0,1171,0.0,0.0,0.0,0.0,0.0,20,44,
Yolo,1999,1,2,6,3,5,1,165332,16.66666667,3.629061525,16.66666667,50.0,33.33333333,20,45,83.33333333333334
Alameda,1999,1,70,97,15,46,34,1423529,52.57731959,6.814051557999999,1.030927835,15.46391753,83.50515464,20,46,47.42268041237113
Yuba,1999,0,1,2,0,2,0,60223,0.0,3.320990319,0.0,0.0,100.0,20,47,100.0
Tuolumne,1999,0,1,2,1,2,1,54115,0.0,3.695832948,0.0,50.0,50.0,20,48,100.0
Tehama,1999,0,0,1,1,1,0,55547,0.0,1.800277243,0.0,100.0,0.0,20,49,100.0
Merced,1999,6,11,14,3,8,7,207457,42.85714286,6.748386413,42.85714286,21.42857143,35.71428571,20,50,57.14285714285714
Santa Barbara,1999,0,0,5,1,5,1,394936,0.0,1.266027913,0.0,20.0,80.0,20,51,100.0
San Francisco,1999,2,44,67,6,30,16,766471,55.2238806,8.741361382000001,2.985074627,8.955223881,88.05970149,20,52,44.77611940298507
San Bernardino,1999,14,81,117,21,74,45,1683843,36.75213675,6.948391269,11.96581197,17.94871795,70.08547009,20,53,63.24786324786324
Amador,1999,0,0,1,1,1,0,34769,0.0,2.876125284,0.0,100.0,0.0,20,54,100.0
Humboldt,1999,0,5,12,3,10,3,126393,16.66666667,9.494196672000001,0.0,25.0,75.0,20,55,83.33333333333334
Los Angeles,1999,278,707,934,137,510,396,9394293,45.39614561,9.942206401,29.76445396,14.66809422,55.56745182,20,56,54.60385438972161
Kern,1999,5,36,56,12,40,19,653400,28.57142857,8.570554025,8.928571429,21.42857143,69.64285714,20,57,71.42857142857143
Santa Clara,1999,5,21,44,14,29,12,1665590,34.09090909,2.641706542,11.36363636,31.81818182,56.81818182,20,58,65.9090909090909
Placer,2000,0,2,5,2,5,1,252243,0.0,1.982215562,0.0,40.0,60.0,21,1,100.0
Modoc,2000,0,0,0,0,0,0,9525,0.0,0.0,0.0,0.0,0.0,21,2,
Sutter,2000,0,1,2,0,1,2,79499,50.0,2.515754915,0.0,0.0,100.0,21,3,50.0
Colusa,2000,0,2,4,2,4,1,18916,0.0,21.14611969,0.0,50.0,50.0,21,4,100.0
San Mateo,2000,0,10,12,2,7,2,710724,41.66666667,1.688419133,0.0,16.66666667,83.33333333,21,5,58.33333333333334
Monterey,2000,7,23,28,5,20,14,403902,28.57142857,6.932374685,25.0,17.85714286,57.14285714,21,6,71.42857142857143
Nevada,2000,0,0,1,1,1,0,92385,0.0,1.082426801,0.0,100.0,0.0,21,7,100.0
Mono,2000,0,1,1,1,1,0,12806,0.0,7.808839606,0.0,100.0,0.0,21,8,100.0
San Joaquin,2000,3,28,43,11,38,12,568991,11.62790698,7.557237285,6.976744186,25.58139535,67.44186047,21,9,88.3720930232558
Riverside,2000,12,65,90,22,51,33,1559076,43.33333333,5.7726499539999985,13.33333333,24.44444444,62.22222222,21,10,56.66666666666666
Sacramento,2000,4,50,83,29,67,23,1233563,19.27710843,6.728476777999999,4.8192771080000005,34.93975904,60.24096386,21,11,80.72289156626506
San Luis Obispo,2000,0,0,3,1,3,0,248188,0.0,1.2087611,0.0,33.33333333,66.66666667,21,12,100.0
Siskiyou,2000,0,1,1,1,1,1,44482,0.0,2.248100355,0.0,100.0,0.0,21,13,100.0
Plumas,2000,0,1,1,0,1,0,20714,0.0,4.827652795,0.0,0.0,100.0,21,14,100.0
San Benito,2000,1,3,3,0,2,2,53785,33.33333333,5.5777633170000005,33.33333333,0.0,66.66666667,21,15,66.66666666666666
El Dorado,2000,0,1,4,2,4,1,158534,0.0,2.523118069,0.0,50.0,50.0,21,16,100.0
Butte,2000,0,4,8,3,5,1,203962,37.5,3.922299252,0.0,37.5,62.5,21,17,62.5
Shasta,2000,0,3,4,2,3,0,164645,25.0,2.429469465,0.0,50.0,50.0,21,18,75.0
Stanislaus,2000,0,11,18,4,14,3,451029,22.22222222,3.990874201000001,0.0,22.22222222,77.77777778,21,19,77.7777777777778
Kings,2000,0,1,3,2,3,2,130060,0.0,2.30662771,0.0,66.66666667,33.33333333,21,20,100.0
Sonoma,2000,0,8,14,1,11,0,461471,21.42857143,3.03377677,0.0,7.142857143,92.85714286,21,21,78.57142857142857
Glenn,2000,1,0,1,0,1,1,26618,0.0,3.756856263,100.0,0.0,0.0,21,22,100.0
Sierra,2000,0,0,0,0,0,0,3629,0.0,0.0,0.0,0.0,0.0,21,23,
Lake,2000,2,3,5,1,3,2,58575,40.0,8.536064874,40.0,20.0,40.0,21,24,60.0
Lassen,2000,0,0,0,0,0,0,33973,0.0,0.0,0.0,0.0,0.0,21,25,
Mariposa,2000,0,0,0,0,0,0,16985,0.0,0.0,0.0,0.0,0.0,21,26,
Solano,2000,0,12,23,11,20,3,397181,13.04347826,5.7908107389999985,0.0,47.82608696,52.17391304,21,27,86.95652173913044
Orange,2000,13,32,61,19,47,19,2863368,22.95081967,2.130358375,21.31147541,31.14754098,47.54098361,21,28,77.04918032786884
Imperial,2000,1,1,4,2,3,2,143522,25.0,2.7870291660000004,25.0,50.0,25.0,21,29,75.0
Contra Costa,2000,10,47,62,7,39,26,956213,37.09677419,6.483911011,16.12903226,11.29032258,72.58064516,21,30,62.903225806451616
Calaveras,2000,0,4,4,1,2,0,40735,50.0,9.819565484,0.0,25.0,75.0,21,31,50.0
Marin,2000,0,4,5,1,5,1,248181,0.0,2.014658656,0.0,20.0,80.0,21,32,100.0
Santa Cruz,2000,0,7,8,1,6,3,256469,25.0,3.119285372,0.0,12.5,87.5,21,33,75.0
Inyo,2000,0,0,1,1,1,1,18193,0.0,5.496619579,0.0,100.0,0.0,21,34,100.0
Fresno,2000,2,19,40,5,28,11,804393,30.0,4.972693696,5.0,12.5,82.5,21,35,70.0
San Diego,2000,8,62,111,30,73,39,2836506,34.23423423,3.913265123,7.207207207000001,27.02702703,65.76576577,21,36,65.76576576576578
Madera,2000,1,7,11,1,6,4,124516,45.45454545,8.834206046,9.090909091,9.090909091,81.81818182,21,37,54.54545454545454
Trinity,2000,0,2,2,2,2,0,12979,0.0,15.40950767,0.0,100.0,0.0,21,38,100.0
Mendocino,2000,0,0,5,2,4,0,86539,20.0,5.777741827000001,0.0,40.0,60.0,21,39,80.0
Napa,2000,0,1,3,0,2,1,124959,33.33333333,2.400787458,0.0,0.0,100.0,21,40,66.66666666666666
Del Norte,2000,0,0,1,1,1,0,27496,0.0,3.636892639,0.0,100.0,0.0,21,41,100.0
Tulare,2000,1,13,18,3,16,5,369633,11.11111111,4.869695076,5.555555556,16.66666667,77.77777778,21,42,88.8888888888889
Ventura,2000,4,17,27,8,19,9,758614,29.62962963,3.559122294,14.81481481,29.62962963,55.55555556,21,43,70.37037037037038
Alpine,2000,0,0,0,0,0,0,1205,0.0,0.0,0.0,0.0,0.0,21,44,
Yolo,2000,1,5,6,3,5,1,170096,16.66666667,3.52741981,16.66666667,50.0,33.33333333,21,45,83.33333333333334
Alameda,2000,7,92,118,18,64,38,1453116,45.76271186,8.120480402,5.93220339,15.25423729,78.81355932,21,46,54.23728813559321
Yuba,2000,0,1,3,2,3,0,60415,0.0,4.965654225,0.0,66.66666667,33.33333333,21,47,100.0
Tuolumne,2000,0,1,2,2,2,0,54715,0.0,3.655304761000001,0.0,100.0,0.0,21,48,100.0
Tehama,2000,0,2,5,1,4,0,55921,20.0,8.941184886,0.0,20.0,80.0,21,49,80.0
Merced,2000,1,3,7,2,5,0,211223,28.57142857,3.314033036,14.28571429,28.57142857,57.14285714,21,50,71.42857142857143
Santa Barbara,2000,0,6,11,4,10,5,400930,9.090909091,2.743621081,0.0,36.36363636,63.63636364,21,51,90.9090909090909
San Francisco,2000,8,35,60,5,24,19,781167,60.0,7.68081601,13.33333333,8.333333332999999,78.33333333,21,52,40.0
San Bernardino,2000,28,102,154,33,102,50,1722378,33.76623377,8.941126745,18.18181818,21.42857143,60.38961039,21,53,66.23376623376622
Amador,2000,0,1,1,1,1,0,35324,0.0,2.830936474,0.0,100.0,0.0,21,54,100.0
Humboldt,2000,0,5,5,3,5,2,126861,0.0,3.941321604,0.0,60.0,40.0,21,55,100.0
Los Angeles,2000,373,835,1049,125,572,438,9575840,45.47187798,10.95465254,35.55767398,11.91611058,52.52621544,21,56,54.528122020972354
Kern,2000,9,27,40,7,22,12,665308,45.0,6.012252972000001,22.5,17.5,60.0,21,57,55.00000000000001
Santa Clara,2000,6,16,38,9,32,8,1692933,15.78947368,2.244625156,15.78947368,23.68421053,60.52631579,21,58,84.21052631578947
Placer,2001,0,1,3,1,3,0,264925,0.0,1.1323959609999998,0.0,33.33333333,66.66666667,22,1,100.0
Modoc,2001,0,0,1,1,1,0,9434,0.0,10.5999576,0.0,100.0,0.0,22,2,100.0
Sutter,2001,0,4,5,2,5,0,80240,0.0,6.231306082000001,0.0,40.0,60.0,22,3,100.0
Colusa,2001,0,0,0,0,0,0,19068,0.0,0.0,0.0,0.0,0.0,22,4,
San Mateo,2001,2,10,19,6,12,4,707460,36.84210526,2.685664207,10.52631579,31.57894737,57.89473684,22,5,63.157894736842096
Monterey,2001,12,20,27,2,8,14,406264,70.37037037,6.645924817,44.44444444,7.407407407000001,48.14814815,22,6,29.629629629629626
Nevada,2001,0,4,6,1,5,2,93515,16.66666667,6.4160829810000015,0.0,16.66666667,83.33333333,22,7,83.33333333333334
Mono,2001,0,0,0,0,0,0,13213,0.0,0.0,0.0,0.0,0.0,22,8,
San Joaquin,2001,9,30,52,7,35,11,588581,32.69230769,8.834807782999999,17.30769231,13.46153846,69.23076923,22,9,67.30769230769229
Riverside,2001,11,55,99,30,75,37,1622454,24.24242424,6.101867911,11.11111111,30.303030300000003,58.58585859,22,10,75.75757575757575
Sacramento,2001,7,50,85,23,60,29,1265767,29.41176471,6.715295942999999,8.235294117999999,27.05882353,64.70588235,22,11,70.58823529411767
San Luis Obispo,2001,0,4,7,2,6,3,251652,14.28571429,2.781619061,0.0,28.57142857,71.42857143,22,12,85.71428571428571
Siskiyou,2001,0,0,1,0,1,0,44275,0.0,2.258610954,0.0,0.0,100.0,22,13,100.0
Plumas,2001,0,0,1,1,1,0,20706,0.0,4.829518014,0.0,100.0,0.0,22,14,100.0
San Benito,2001,1,3,6,4,5,1,54696,16.66666667,10.96972356,16.66666667,66.66666667,16.66666667,22,15,83.33333333333334
El Dorado,2001,0,3,6,4,6,1,161880,0.0,3.706449222,0.0,66.66666667,33.33333333,22,16,100.0
Butte,2001,0,7,12,2,9,0,205730,25.0,5.832887766,0.0,16.66666667,83.33333333,22,17,75.0
Shasta,2001,0,4,6,3,5,1,167034,16.66666667,3.592083049,0.0,50.0,50.0,22,18,83.33333333333334
Stanislaus,2001,1,21,37,11,34,11,463128,8.108108108,7.989152027,2.702702703,29.72972973,67.56756757,22,19,91.8918918918919
Kings,2001,0,1,1,0,1,1,132441,0.0,0.755053193,0.0,0.0,100.0,22,20,100.0
Sonoma,2001,3,5,12,3,10,4,465423,16.66666667,2.57829974,25.0,25.0,50.0,22,21,83.33333333333334
Glenn,2001,0,0,0,0,0,0,26611,0.0,0.0,0.0,0.0,0.0,22,22,
Sierra,2001,0,0,0,0,0,0,3587,0.0,0.0,0.0,0.0,0.0,22,23,
Lake,2001,0,0,1,1,1,0,60046,0.0,1.665389868,0.0,100.0,0.0,22,24,100.0
Lassen,2001,0,0,0,0,0,0,33650,0.0,0.0,0.0,0.0,0.0,22,25,
Mariposa,2001,0,0,0,0,0,0,17269,0.0,0.0,0.0,0.0,0.0,22,26,
Solano,2001,0,6,14,1,12,5,402968,14.28571429,3.474221278,0.0,7.142857143,92.85714286,22,27,85.71428571428571
Orange,2001,14,47,73,16,49,29,2889908,32.87671233,2.526031971,19.17808219,21.91780822,58.90410959,22,28,67.12328767123286
Imperial,2001,0,3,5,3,4,1,144726,20.0,3.454804251,0.0,60.0,40.0,22,29,80.0
Contra Costa,2001,5,43,55,11,43,19,970496,21.81818182,5.667205223,9.090909091,20.0,70.90909091,22,30,78.18181818181819
Calaveras,2001,0,0,2,1,1,0,41428,50.0,4.827652795,0.0,50.0,50.0,22,31,50.0
Marin,2001,1,4,4,2,4,1,247731,0.0,1.614654605,25.0,50.0,25.0,22,32,100.0
Santa Cruz,2001,1,8,16,7,16,4,256166,0.0,6.2459498920000005,6.25,43.75,50.0,22,33,100.0
Inyo,2001,0,0,0,0,0,0,18207,0.0,0.0,0.0,0.0,0.0,22,34,
Fresno,2001,13,41,61,7,39,18,815003,36.06557377,7.484635026,21.31147541,11.47540984,67.21311475,22,35,63.93442622950821
San Diego,2001,12,71,106,23,65,32,2870096,38.67924528,3.693256253,11.32075472,21.69811321,66.98113208,22,36,61.320754716981135
Madera,2001,5,7,13,4,6,2,126456,53.84615385,10.28025558,38.46153846,30.76923077,30.76923077,22,37,46.153846153846146
Trinity,2001,0,0,0,0,0,0,12963,0.0,0.0,0.0,0.0,0.0,22,38,
Mendocino,2001,0,1,4,1,3,0,87140,25.0,4.590314437,0.0,25.0,75.0,22,39,75.0
Napa,2001,0,0,1,0,1,0,126188,0.0,0.7924683809999999,0.0,0.0,100.0,22,40,100.0
Del Norte,2001,0,0,1,0,0,0,27418,100.0,3.64723904,0.0,0.0,100.0,22,41,0.0
Tulare,2001,3,17,27,8,22,9,374152,18.51851852,7.216318502000001,11.11111111,29.62962963,59.25925926,22,42,81.48148148148148
Ventura,2001,2,22,30,4,24,11,768991,20.0,3.901216009,6.666666667,13.33333333,80.0,22,43,80.0
Alpine,2001,0,0,0,0,0,0,1237,0.0,0.0,0.0,0.0,0.0,22,44,
Yolo,2001,1,3,5,0,5,2,175102,0.0,2.855478521,20.0,0.0,80.0,22,45,100.0
Alameda,2001,18,88,109,13,46,39,1465564,57.79816514,7.437409762000001,16.51376147,11.9266055,71.55963303,22,46,42.20183486238533
Yuba,2001,1,2,3,0,2,2,61426,33.33333333,4.883925374,33.33333333,0.0,66.66666667,22,47,66.66666666666666
Tuolumne,2001,0,0,1,0,1,0,55326,0.0,1.80746846,0.0,0.0,100.0,22,48,100.0
Tehama,2001,0,2,3,2,3,0,56465,0.0,5.313025768,0.0,66.66666667,33.33333333,22,49,100.0
Merced,2001,2,2,5,0,3,2,217319,40.0,2.300765235,40.0,0.0,60.0,22,50,60.0
Santa Barbara,2001,0,6,13,4,13,6,403442,0.0,3.2222723460000005,0.0,30.76923077,69.23076923,22,51,100.0
San Francisco,2001,6,42,67,6,36,17,782223,46.26865672,8.565332392,8.955223881,8.955223881,82.08955224,22,52,53.7313432835821
San Bernardino,2001,19,96,137,27,83,50,1763780,39.41605839,7.767408634,13.86861314,19.7080292,66.42335766,22,53,60.58394160583942
Amador,2001,0,0,0,0,0,0,35784,0.0,0.0,0.0,0.0,0.0,22,54,
Humboldt,2001,0,4,7,2,5,1,127348,28.57142857,5.4967490660000005,0.0,28.57142857,71.42857143,22,55,71.42857142857143
Los Angeles,2001,483,914,1117,128,604,492,9635795,45.92658908,11.59219348,43.24082363,11.45926589,45.29991047,22,56,54.0734109221128
Kern,2001,7,29,50,9,34,12,679674,32.0,7.356467954,14.0,18.0,68.0,22,57,68.0
Santa Clara,2001,5,23,41,12,33,13,1693171,19.51219512,2.421491982,12.19512195,29.26829268,58.53658537,22,58,80.4878048780488
Placer,2002,0,0,0,0,0,0,276817,0.0,0.0,0.0,0.0,0.0,23,1,
Modoc,2002,0,0,0,0,0,0,9400,0.0,0.0,0.0,0.0,0.0,23,2,
Sutter,2002,0,8,8,7,7,3,81936,12.5,9.763718024,0.0,87.5,12.5,23,3,87.5
Colusa,2002,0,0,0,0,0,0,19391,0.0,0.0,0.0,0.0,0.0,23,4,
San Mateo,2002,0,17,26,4,17,12,704897,34.61538462,3.688482147,0.0,15.38461538,84.61538462,23,5,65.38461538461539
Monterey,2002,17,24,28,2,12,18,408599,57.14285714,6.852684417000001,60.71428571,7.142857143,32.14285714,23,6,42.857142857142854
Nevada,2002,0,2,4,4,4,0,94580,0.0,4.229223937,0.0,100.0,0.0,23,7,100.0
Mono,2002,0,0,0,0,0,0,13383,0.0,0.0,0.0,0.0,0.0,23,8,
San Joaquin,2002,12,42,63,15,39,24,603544,38.0952381,10.43834418,19.04761905,23.80952381,57.14285714,23,9,61.904761904761905
Riverside,2002,13,75,119,23,74,39,1688407,37.81512605,7.048063647999999,10.92436975,19.32773109,69.74789916,23,10,62.18487394957983
Sacramento,2002,14,59,87,16,65,35,1293483,25.28735632,6.726025777,16.09195402,18.3908046,65.51724138,23,11,74.71264367816093
San Luis Obispo,2002,1,2,5,1,5,0,253549,0.0,1.972005411,20.0,20.0,60.0,23,12,100.0
Siskiyou,2002,0,2,4,0,4,1,44384,0.0,9.012256669,0.0,0.0,100.0,23,13,100.0
Plumas,2002,0,0,0,0,0,0,20695,0.0,0.0,0.0,0.0,0.0,23,14,
San Benito,2002,0,0,1,0,1,1,55199,0.0,1.811627022,0.0,0.0,100.0,23,15,100.0
El Dorado,2002,0,3,5,3,5,0,164725,0.0,3.035361967,0.0,60.0,40.0,23,16,100.0
Butte,2002,0,3,4,1,2,1,208154,50.0,1.92165416,0.0,25.0,75.0,23,17,50.0
Shasta,2002,0,6,6,1,5,0,169578,16.66666667,3.538194813,0.0,16.66666667,83.33333333,23,18,83.33333333333334
Stanislaus,2002,1,11,18,4,17,7,473580,5.555555556,3.800836184,5.555555556,22.22222222,72.22222222,23,19,94.44444444444444
Kings,2002,2,2,5,0,5,3,134664,0.0,3.712944811,40.0,0.0,60.0,23,20,100.0
Sonoma,2002,1,8,16,7,11,7,465998,31.25,3.4334911310000003,6.25,43.75,50.0,23,21,68.75
Glenn,2002,0,0,0,0,0,0,26792,0.0,0.0,0.0,0.0,0.0,23,22,
Sierra,2002,0,0,0,0,0,0,3564,0.0,0.0,0.0,0.0,0.0,23,23,
Lake,2002,0,3,5,1,4,0,61005,20.0,8.196049504,0.0,20.0,80.0,23,24,80.0
Lassen,2002,0,0,0,0,0,0,33603,0.0,0.0,0.0,0.0,0.0,23,25,
Mariposa,2002,0,0,1,1,1,0,17461,0.0,5.727048852,0.0,100.0,0.0,23,26,100.0
Solano,2002,0,10,17,4,12,5,406816,29.41176471,4.178793361,0.0,23.52941176,76.47058824,23,27,70.58823529411767
Orange,2002,30,60,84,21,62,26,2914438,26.19047619,2.882202332,35.71428571,25.0,39.28571429,23,28,73.80952380952381
Imperial,2002,0,0,3,0,2,1,147185,33.33333333,2.03825118,0.0,0.0,100.0,23,29,66.66666666666666
Contra Costa,2002,8,39,52,6,27,17,978795,48.07692308,5.312654846,15.38461538,11.53846154,73.07692308,23,30,51.92307692307693
Calaveras,2002,0,2,2,2,2,0,42119,0.0,4.748450818,0.0,100.0,0.0,23,31,100.0
Marin,2002,0,0,4,3,4,2,247382,0.0,1.616932517,0.0,75.0,25.0,23,32,100.0
Santa Cruz,2002,1,5,8,3,8,5,255590,0.0,3.130012911,12.5,37.5,50.0,23,33,100.0
Inyo,2002,0,0,0,0,0,0,18415,0.0,0.0,0.0,0.0,0.0,23,34,
Fresno,2002,10,52,70,12,47,28,828637,32.85714286,8.447607336,14.28571429,17.14285714,68.57142857,23,35,67.14285714285714
San Diego,2002,16,59,98,27,67,25,2910445,31.63265306,3.367182682,16.32653061,27.55102041,56.12244898,23,36,68.36734693877551
Madera,2002,2,4,7,0,1,3,128484,85.71428571,5.448149186,28.57142857,0.0,71.42857143,23,37,14.285714285714285
Trinity,2002,0,0,0,0,0,0,13159,0.0,0.0,0.0,0.0,0.0,23,38,
Mendocino,2002,0,3,5,3,4,1,87507,20.0,5.713828607999999,0.0,60.0,40.0,23,39,80.0
Napa,2002,0,1,2,0,1,0,127942,50.0,1.563208329,0.0,0.0,100.0,23,40,50.0
Del Norte,2002,0,1,2,0,2,1,27615,0.0,7.242440703,0.0,0.0,100.0,23,41,100.0
Tulare,2002,5,21,33,7,25,19,381194,24.24242424,8.657009292,15.15151515,21.21212121,63.63636364,23,42,75.75757575757575
Ventura,2002,7,12,22,5,9,10,779894,59.09090909,2.820896173,31.81818182,22.72727273,45.45454545,23,43,40.90909090909091
Alpine,2002,0,0,0,0,0,0,1248,0.0,0.0,0.0,0.0,0.0,23,44,
Yolo,2002,3,5,5,0,4,4,179271,20.0,2.789073526,60.0,0.0,40.0,23,45,80.0
Alameda,2002,9,115,154,14,69,49,1468468,55.19480519,10.48711991,5.8441558439999985,9.090909091,85.06493506,23,46,44.805194805194795
Yuba,2002,0,0,1,1,1,0,62738,0.0,1.5939303130000002,0.0,100.0,0.0,23,47,100.0
Tuolumne,2002,0,2,2,2,2,1,55910,0.0,3.577177607,0.0,100.0,0.0,23,48,100.0
Tehama,2002,0,2,2,0,2,0,57281,0.0,3.491559156,0.0,0.0,100.0,23,49,100.0
Merced,2002,5,16,18,6,12,10,222733,33.33333333,8.081424845,27.77777778,33.33333333,38.88888889,23,50,66.66666666666666
Santa Barbara,2002,0,3,8,3,8,0,406132,0.0,1.969802921,0.0,37.5,62.5,23,51,100.0
